Adobe After Effects 6.0 Keyframe Data

	Units Per Second	23.976
	Source Width	704
	Source Height	396
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Anchor Point
	Frame	X pixels	Y pixels	Z pixels
	0	360.522	77.1023	0
	1	360.516	79.3654	0
	2	360.514	81.6208	0
	3	360.522	83.8826	0
	4	360.529	86.1365	0
	5	360.527	88.3978	0
	6	360.524	90.6561	0
	7	360.525	92.9142	0
	8	360.526	95.1769	0
	9	360.526	97.4365	0
	10	360.534	99.6918	0
	11	360.538	101.956	0
	12	360.536	104.215	0
	13	360.535	106.481	0
	14	360.54	108.731	0
	15	360.544	110.996	0
	16	360.538	113.249	0
	17	360.539	115.513	0
	18	360.539	117.769	0
	19	360.537	120.028	0
	20	360.536	122.293	0
	21	360.536	124.557	0
	22	360.54	126.806	0
	23	360.534	129.07	0
	24	360.541	131.324	0
	25	360.54	133.59	0
	26	360.536	135.841	0
	27	360.535	138.106	0
	28	360.529	140.364	0
	29	360.526	142.625	0
	30	360.52	144.879	0
	31	360.524	147.139	0
	32	360.523	149.404	0
	33	360.528	151.664	0
	34	360.533	153.92	0
	35	360.526	156.183	0
	36	360.533	158.441	0
	37	360.529	160.708	0
	38	360.531	162.959	0
	39	360.531	165.225	0
	40	360.527	167.485	0
	41	360.53	169.746	0
	42	360.529	172.005	0
	43	360.526	174.264	0
	44	360.525	176.53	0
	45	360.529	178.79	0
	46	360.528	181.041	0
	47	360.525	183.308	0
	48	360.526	185.564	0
	49	360.524	187.833	0
	50	360.521	190.082	0
	51	360.52	192.348	0
	52	360.517	194.602	0
	53	360.518	196.864	0
	54	360.511	199.121	0
	55	360.514	201.38	0
	56	360.507	203.646	0
	57	360.511	205.904	0
	58	360.509	208.155	0
	59	360.509	210.422	0
	60	360.512	212.676	0
	61	360.513	214.942	0
	62	360.512	217.197	0
	63	360.508	219.462	0
	64	360.506	221.72	0
	65	360.505	223.981	0
	66	360.5	226.24	0
	67	360.495	228.498	0
	68	360.494	230.763	0
	69	360.495	233.022	0
	70	360.497	235.277	0
	71	360.492	237.538	0
	72	360.491	239.795	0
	73	360.491	242.055	0
	74	360.487	244.309	0
	75	360.48	246.57	0
	76	360.481	248.825	0
	77	360.489	251.088	0
	78	360.488	253.347	0
	79	360.483	255.606	0
	80	360.483	257.867	0
	81	360.489	260.123	0
	82	360.492	262.381	0
	83	360.492	264.641	0
	84	360.491	266.896	0
	85	360.498	269.159	0
	86	360.492	271.411	0
	87	360.498	273.672	0
	88	360.494	275.923	0
	89	360.49	278.185	0
	90	360.487	280.444	0
	91	360.485	282.701	0
	92	360.485	284.964	0
	93	360.483	287.224	0
	94	360.482	289.478	0
	95	360.485	291.739	0
	96	360.482	293.997	0
	97	360.48	296.263	0
	98	360.485	298.515	0
	99	360.489	300.778	0
	100	360.489	303.035	0
	101	360.493	305.292	0
	102	360.492	307.552	0
	103	360.488	309.808	0
	104	360.494	312.072	0
	105	360.488	314.334	0
	106	360.494	316.587	0
	107	360.499	318.85	0
	108	360.501	321.107	0
	109	360.502	323.375	0
	110	360.502	325.626	0
	111	360.499	327.882	0
	112	360.497	330.142	0
	113	360.491	332.403	0
	114	360.498	334.66	0
	115	360.494	336.921	0
	116	360.491	339.183	0
	117	360.487	341.437	0
	118	360.484	343.687	0
	119	360.482	345.945	0
	120	360.479	348.198	0
	121	360.482	350.46	0
	122	360.493	352.718	0
	123	360.494	354.975	0
	124	360.493	357.232	0
	125	360.497	359.485	0
	126	360.504	361.747	0
	127	360.51	364.003	0
	128	360.51	366.26	0
	129	360.504	368.525	0
	130	360.511	370.773	0
	131	360.51	373.034	0
	132	360.516	375.288	0
	133	360.518	377.552	0
	134	360.512	379.804	0
	135	360.516	382.059	0
	136	360.515	384.315	0
	137	360.521	386.575	0
	138	360.521	388.837	0
	139	360.525	391.084	0
	140	360.521	393.339	0
	141	360.52	395.606	0
	142	360.52	397.859	0
	143	360.525	400.122	0
	144	360.522	402.384	0
	145	360.521	404.653	0
	146	360.515	406.894	0
	147	360.508	409.139	0
	148	360.518	411.392	0
	149	360.516	413.637	0
	150	360.516	415.879	0
	151	360.521	418.142	0
	152	360.514	420.38	0
	153	360.521	422.637	0
	154	360.514	424.88	0
	155	360.5	427.117	0
	156	360.498	429.388	0
	157	360.502	431.664	0
	158	360.496	433.937	0
	159	360.504	436.199	0
	160	360.502	438.439	0
	161	360.479	440.665	0
	162	360.488	442.917	0
	163	360.492	445.192	0
	164	360.502	447.448	0
	165	360.493	449.712	0
	166	360.487	451.974	0

Position
	Frame	X pixels	Y pixels	Z pixels
	0	360.522	77.1023	0
	1	360.516	79.3654	0
	2	360.514	81.6208	0
	3	360.522	83.8826	0
	4	360.529	86.1365	0
	5	360.527	88.3978	0
	6	360.524	90.6561	0
	7	360.525	92.9142	0
	8	360.526	95.1769	0
