Adobe After Effects 6.0 Keyframe Data

	Units Per Second	23.976
	Source Width	704
	Source Height	396
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Anchor Point
	Frame	X pixels	Y pixels	Z pixels
	0	375.5	207	0
	1	375.491	206.992	0
	2	375.485	206.987	0
	3	375.472	206.983	0
	4	375.458	206.977	0
	5	375.452	206.974	0
	6	375.437	206.968	0
	7	375.427	206.962	0
	8	375.41	206.957	0
	9	375.4	206.952	0
	10	375.388	206.944	0
	11	375.376	206.939	0
	12	375.37	206.937	0
	13	375.357	206.933	0
	14	375.339	206.923	0
	15	375.322	206.922	0
	16	375.311	206.914	0
	17	375.302	206.91	0
	18	375.284	206.903	0
	19	375.274	206.897	0
	20	375.261	206.892	0
	21	375.246	206.887	0
	22	375.227	206.881	0
	23	375.225	206.875	0
	24	375.205	206.873	0
	25	375.194	206.864	0
	26	375.183	206.859	0
	27	375.164	206.856	0
	28	375.15	206.846	0
	29	375.134	206.842	0
	30	375.128	206.837	0
	31	375.121	206.831	0
	32	375.103	206.826	0
	33	375.097	206.821	0
	34	375.071	206.815	0
	35	375.056	206.808	0
	36	375.046	206.805	0
	37	375.03	206.795	0
	38	375.017	206.791	0
	39	375.006	206.789	0
	40	374.992	206.78	0
	41	374.974	206.773	0
	42	374.963	206.773	0
	43	374.95	206.763	0
	44	374.934	206.756	0
	45	374.919	206.757	0
	46	374.92	206.747	0
	47	374.898	206.742	0
	48	374.884	206.737	0
	49	374.868	206.728	0
	50	374.856	206.725	0
	51	374.837	206.722	0
	52	374.831	206.712	0
	53	374.825	206.708	0
	54	374.805	206.703	0
	55	374.789	206.696	0
	56	374.77	206.688	0
	57	374.76	206.685	0
	58	374.756	206.678	0
	59	374.74	206.672	0
	60	374.72	206.667	0
	61	374.722	206.662	0
	62	374.7	206.655	0
	63	374.684	206.649	0
	64	374.674	206.646	0
	65	374.654	206.64	0
	66	374.644	206.637	0
	67	374.628	206.627	0
	68	374.612	206.623	0
	69	374.602	206.618	0
	70	374.593	206.613	0
	71	374.58	206.605	0
	72	374.566	206.604	0
	73	374.56	206.596	0
	74	374.54	206.589	0
	75	374.525	206.583	0
	76	374.516	206.58	0
	77	374.511	206.573	0
	78	374.486	206.569	0
	79	374.482	206.562	0
	80	374.462	206.556	0
	81	374.446	206.553	0
	82	374.438	206.545	0
	83	374.429	206.541	0
	84	374.41	206.537	0
	85	374.399	206.534	0
	86	374.381	206.525	0
	87	374.37	206.524	0
	88	374.359	206.515	0
	89	374.344	206.509	0
	90	374.332	206.507	0
	91	374.326	206.5	0
	92	374.309	206.496	0
	93	374.289	206.49	0
	94	374.293	206.485	0
	95	374.278	206.48	0
	96	374.262	206.476	0
	97	374.251	206.472	0
	98	374.236	206.464	0
	99	374.23	206.461	0
	100	374.219	206.455	0
	101	374.205	206.449	0
	102	374.2	206.446	0
	103	374.187	206.44	0
	104	374.169	206.434	0
	105	374.154	206.431	0
	106	374.156	206.426	0
	107	374.134	206.421	0
	108	374.124	206.417	0
	109	374.117	206.41	0
	110	374.099	206.405	0
	111	374.083	206.401	0
	112	374.084	206.399	0
	113	374.061	206.39	0
	114	374.055	206.388	0
	115	374.046	206.383	0
	116	374.029	206.378	0
	117	374.022	206.372	0
	118	374.009	206.368	0
	119	374	206.365	0
	120	373.994	206.359	0
	121	373.982	206.355	0
	122	373.97	206.35	0
	123	373.957	206.346	0
	124	373.948	206.34	0
	125	373.935	206.336	0
	126	373.928	206.334	0
	127	373.918	206.331	0
	128	373.907	206.326	0
	129	373.892	206.322	0
	130	373.887	206.317	0
	131	373.878	206.311	0
	132	373.865	206.308	0
	133	373.858	206.301	0
	134	373.844	206.298	0
	135	373.836	206.294	0
	136	373.829	206.291	0
	137	373.822	206.289	0
	138	373.806	206.284	0
	139	373.796	206.28	0
	140	373.783	206.275	0
	141	373.774	206.273	0
	142	373.765	206.267	0
	143	373.754	206.265	0
	144	373.746	206.262	0
	145	373.738	206.256	0
	146	373.741	206.256	0
	147	373.727	206.25	0
	148	373.715	206.247	0
	149	373.709	206.244	0
	150	373.698	206.239	0
	151	373.691	206.235	0
	152	373.679	206.23	0
	153	373.675	206.23	0
	154	373.668	206.225	0
	155	373.653	206.222	0
	156	373.649	206.218	0
	157	373.643	206.216	0
	158	373.634	206.212	0
	159	373.624	206.209	0
	160	373.619	206.205	0
	161	373.614	206.202	0
	162	373.604	206.199	0
	163	373.598	206.195	0
	164	373.588	206.192	0
	165	373.579	206.189	0
	166	373.577	206.186	0
	167	373.567	206.183	0
	168	373.56	206.18	0
	169	373.555	206.177	0
	170	373.546	206.174	0
	171	373.541	206.172	0
	172	373.529	206.169	0
	173	373.523	206.167	0
	174	373.517	206.164	0
	175	373.511	206.162	0
	176	373.51	206.158	0
	177	373.503	206.157	0
	178	373.496	206.153	0
	179	373.491	206.151	0
	180	373.481	206.149	0
	181	373.478	206.147	0
	182	373.471	206.144	0
	183	373.464	206.143	0
	184	373.465	206.143	0
	185	373.459	206.139	0
	186	373.451	206.138	0
	187	373.454	206.137	0
	188	373.449	206.135	0
	189	373.442	206.133	0
	190	373.443	206.134	0
	191	373.438	206.13	0
	192	373.429	206.127	0
	193	373.426	206.128	0
	194	373.423	206.126	0
	195	373.42	206.124	0
	196	373.419	206.122	0
	197	373.416	206.121	0
	198	373.413	206.121	0
	199	373.411	206.118	0
	200	373.41	206.119	0
	201	373.407	206.118	0
	202	373.407	206.119	0
	203	373.407	206.117	0
	204	373.404	206.116	0
	205	373.401	206.117	0
	206	373.401	206.115	0
	207	373.4	206.115	0
	208	373.399	206.114	0
	209	373.399	206.114	0
	210	373.4	206.114	0
	211	373.4	206.114	0
	212	373.401	206.113	0
	213	373.4	206.113	0
	214	373.4	206.112	0
	215	373.399	206.112	0
	216	373.399	206.112	0
	217	373.399	206.111	0
	218	373.4	206.111	0
	219	373.399	206.112	0
	220	373.4	206.112	0
	221	373.399	206.112	0
	222	373.398	206.112	0
	223	373.398	206.111	0
	224	373.398	206.111	0
	225	373.398	206.112	0
	226	373.398	206.111	0
	227	373.397	206.111	0
	228	373.397	206.111	0
	229	373.398	206.111	0
	230	373.398	206.111	0
	231	373.398	206.111	0
	232	373.398	206.111	0
	233	373.398	206.111	0
	234	373.398	206.11	0
	235	373.398	206.111	0
	236	373.397	206.111	0
	237	373.397	206.111	0
	238	373.397	206.111	0

Position
	Frame	X pixels	Y pixels	Z pixels
	0	375.5	207	0
	1	375.491	206.992	0
	2	375.485	206.987	0
	3	375.472	206.983	0
	4	375.458	206.977	0
	5	375.452	206.974	0
